Name,Margin,Minutes,FGA,FGM,3PA,3PM,ORB,TRB,Assists,Steals,Blocks,Turnovers,Fouls,Points
P.J. Washington,13,126.99,45,19,22,6,9,30,7,7,3,4,12,45
Adem Bona,-33,6.78,1,1,0,0,1,1,0,0,1,0,2,2
Bennedict Mathurin,-24,128.76,45,25,18,7,5,23,8,1,0,10,11,79
Ben Simmons,7,96.4,17,10,0,0,6,22,20,3,2,14,19,23
Cam Spencer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach LaVine,-14,174.54,76,39,39,17,2,32,14,4,3,20,7,115
Christian Koloko,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kessler Edwards,8,1.1,0,0,0,0,0,0,0,0,0,0,0,0
Mark Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy Hield,102,120.33,77,38,48,24,4,18,13,5,2,5,9,106
David Roddy,-39,70.77,19,12,7,3,2,15,6,3,1,4,4,36
Luke Travers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Drummond,-29,112.48,30,15,2,0,20,50,1,7,3,8,18,39
Jaden Hardy,13,42.53,12,4,9,3,1,3,3,0,1,4,5,13
Torrey Craig,3,3.43,1,0,1,0,0,2,0,0,0,0,1,0
Jordan Clarkson,-68,101.34,53,22,22,5,3,16,16,0,1,8,7,62
Corey Kispert,-24,121.73,44,20,29,10,0,11,8,1,0,3,9,53
Dwight Powell,7,3.82,1,1,0,0,1,1,0,0,0,0,1,2
Paul George,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paolo Banchero,22,182.21,97,48,32,11,12,44,28,3,4,11,13,145
Stephen Curry,69,79.19,41,17,27,11,0,16,20,6,1,11,4,55
De'Aaron Fox,24,144.4,69,32,24,7,3,18,30,6,0,14,13,86
Jonathan Isaac,16,25.35,9,3,6,3,4,8,1,2,2,1,1,11
KJ Simpson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Gordon,-13,143.77,41,20,10,4,13,30,14,4,2,8,8,62
Malaki Branham,-25,56.28,29,17,12,7,0,8,3,1,2,6,2,44
Johnny Davis,-26,16.14,4,1,1,0,1,1,1,0,0,0,2,2
Jaylin Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baylor Scheierman,31,9.67,3,1,2,0,0,1,0,0,0,0,1,4
Saddiq Bey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared McCain,-29,47.02,17,7,4,0,3,8,5,0,0,2,1,20
Gary Trent,-9,96.37,22,8,16,6,0,3,4,2,0,2,11,30
Nickeil Alexander-Walker,0,87.19,21,13,15,10,3,9,9,1,0,4,4,38
Damion Lee,12,17.67,3,1,2,0,0,3,2,0,0,1,1,2
Ja'Kobe Walter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Bassey,-11,5.98,0,0,0,0,0,1,1,1,1,0,0,0
Jose Alvarado,-41,98.42,26,10,17,6,2,7,19,7,3,7,11,28
Kevin Porter,9,59.58,36,10,13,1,3,12,7,5,0,11,7,23
Josh Giddey,-14,140.46,56,27,17,10,8,42,29,2,1,11,6,77
Jonas Valančiūnas,-24,88.47,37,23,2,1,9,30,12,1,0,10,4,57
Kyrie Irving,13,141.23,76,36,26,14,5,15,21,7,2,6,10,95
Domantas Sabonis,24,144.8,53,36,11,6,9,44,22,3,2,12,14,97
Tim Hardaway,-22,152.93,41,19,30,16,0,6,8,1,0,3,9,68
Aaron Wiggins,70,71.21,28,16,9,2,2,13,6,2,2,5,7,36
Jalen Duren,-22,127.5,21,18,0,0,17,46,14,1,6,7,17,43
Brook Lopez,-9,93.9,30,11,17,5,1,16,7,2,9,7,8,32
Walker Kessler,-68,105.57,22,15,0,0,15,42,6,4,10,5,6,34
Ajay Mitchell,70,58.89,15,7,2,1,0,9,7,4,1,2,3,16
Enrique Freeman,-19,16.15,1,1,0,0,1,1,0,0,1,1,2,4
Jamal Cain,-33,26.59,5,4,2,1,1,2,1,1,1,1,4,10
Dejounte Murray,12,29.98,15,4,3,0,0,8,10,1,0,1,0,14
Ron Holland,-22,65.82,26,12,9,1,1,16,2,2,1,2,9,27
Luke Kornet,57,80.33,12,5,0,0,13,21,8,2,3,2,8,16
Kevin Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Tyson,-15,1.63,1,0,1,0,0,1,0,0,0,0,0,0
Luke Kennard,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luguentz Dort,70,107.22,28,16,19,11,5,12,3,3,3,1,9,48
Kevin McCullar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricky Council,-33,19.78,6,2,3,1,0,2,0,0,0,1,1,9
Kris Murray,-28,83.77,20,9,9,4,7,15,6,2,1,5,3,25
Ja Morant,-18,105.61,57,24,18,3,2,15,33,1,1,17,11,76
Keyonte George,-68,127.47,61,16,31,7,3,13,26,3,0,13,4,51
Dante Exum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matisse Thybulle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payton Pritchard,57,138.45,57,26,49,23,5,16,13,4,0,4,8,81
Johnny Furphy,-25,4.98,3,0,1,0,0,0,0,0,0,0,0,0
Ben Sheppard,-24,76.37,19,10,11,5,3,11,4,1,2,1,10,25
Taj Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonard Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxi Kleber,-1,31.18,5,2,2,1,0,5,3,0,1,0,3,5
Ausar Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jett Howard,22,37.59,15,6,13,5,1,7,1,0,1,0,4,17
Jalen Johnson,-30,186.37,75,31,18,4,12,55,20,9,5,18,17,84
Kyle Filipowski,-66,34.08,11,5,6,2,2,9,4,1,0,2,3,12
Anton Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collin Sexton,-68,91.11,39,18,10,2,1,10,7,2,1,13,7,55
Naji Marshall,13,68.0,18,4,6,0,2,12,11,4,0,1,4,12
Colby Jones,30,6.42,0,0,0,0,0,0,0,0,1,1,0,0
Kai Jones,9,38.01,8,5,0,0,6,12,2,0,3,0,5,13
Zeke Nnaji,-15,1.63,1,0,1,0,0,0,0,0,0,0,0,0
Lindy Waters,102,73.01,24,14,17,8,3,11,8,3,1,0,6,38
Julian Champagnie,-25,100.75,32,14,22,8,6,21,4,3,3,8,4,38
Peyton Watson,-13,61.75,20,5,7,1,3,10,3,1,3,1,7,16
Mike Conley,0,95.08,31,7,22,6,5,13,18,5,2,6,8,30
Desmond Bane,-21,132.46,72,35,32,13,5,27,14,5,3,9,15,94
Dalen Terry,-14,42.02,8,2,2,0,1,4,2,3,1,2,8,7
Daniss Jenkins,-12,1.45,1,0,1,0,0,0,0,0,0,0,0,0
Simone Fontecchio,-22,92.08,24,6,17,5,5,13,2,0,1,3,6,24
Dyson Daniels,-17,129.63,42,21,17,6,5,17,9,11,4,3,13,51
Adam Flagler,70,7.26,2,2,2,2,0,1,0,1,0,0,2,6
Davion Mitchell,-40,136.36,41,17,19,5,2,9,31,3,2,14,15,43
Darius Garland,91,134.61,67,34,33,15,1,8,30,7,2,14,16,89
Isaiah Collier,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Sasser,-18,4.57,1,1,0,0,1,2,2,0,0,0,0,2
Dalano Banton,-27,13.09,5,2,2,1,0,2,2,0,0,1,0,5
Christian Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa Diabaté,-3,42.11,8,4,0,0,6,15,1,1,2,1,4,9
Bronny James,-17,7.95,4,1,2,0,1,1,2,1,0,0,0,2
Jaden Ivey,-22,167.77,80,38,28,12,8,22,18,6,0,12,14,106
Ochai Agbaji,-40,139.5,40,23,14,6,10,26,7,6,4,7,12,59
Kevin Durant,12,159.76,75,40,22,10,0,28,12,4,7,13,9,116
Miles McBride,5,100.63,34,20,18,10,2,8,10,2,1,6,7,54
Rui Hachimura,-10,171.06,63,29,14,8,14,36,9,4,2,4,10,78
Jeremiah Robinson-Earl,-41,48.79,10,7,5,3,3,9,4,1,0,3,4,20
Dru Smith,-20,25.47,5,1,1,0,2,6,2,0,4,1,3,2
Vince Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikal Bridges,5,148.12,56,30,25,9,6,10,16,5,3,5,10,73
Jalen Bridges,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrett Allen,91,144.44,43,34,0,0,11,55,6,4,9,4,4,89
Marcus Smart,-21,98.86,34,8,18,3,5,11,14,6,3,7,11,28
Haywood Highsmith,-11,51.11,12,6,4,1,2,9,3,4,1,1,4,13
Jaylon Tyson,85,21.1,4,2,2,2,0,4,2,0,0,3,7,7
Cody Martin,-3,99.03,31,16,19,8,7,20,6,2,2,2,13,46
Sandro Mamukelashvili,-23,13.81,3,1,2,1,1,8,1,0,1,3,3,3
Talen Horton-Tucker,-20,13.12,1,0,0,0,1,4,1,0,0,3,0,2
Tristen Newton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Rhoden,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Jackson,-8,3.42,1,0,0,0,0,0,0,0,0,1,0,0
Kyshawn George,-24,99.91,26,8,16,2,2,11,11,4,5,3,17,20
Neemias Queta,51,33.43,10,6,1,0,8,16,1,0,1,1,5,14
Scottie Barnes,-35,134.29,63,29,11,2,10,31,24,8,2,16,12,77
Grayson Allen,7,33.68,9,3,8,3,1,3,3,1,1,1,5,11
Brandon Williams,8,1.1,1,0,0,0,0,0,0,0,0,0,0,0
Goga Bitadze,21,16.83,4,2,1,0,2,5,1,0,1,2,1,5
Malik Beasley,-22,121.6,57,20,37,14,2,13,6,1,1,5,5,58
Spencer Dinwiddie,25,44.21,10,4,9,4,0,3,3,1,1,2,5,14
Jaime Jaquez,-12,100.68,33,13,9,6,9,28,11,4,0,8,11,39
Mason Plumlee,12,69.42,7,6,0,0,4,20,4,1,2,1,11,17
Nikola Topić,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Jackson,2,4.53,0,0,0,0,0,0,1,2,0,0,1,0
Ayo Dosunmu,-14,133.18,41,16,21,3,2,26,22,0,3,5,9,35
James Johnson,-25,3.75,1,1,0,0,0,0,1,0,1,1,0,2
Jabari Walker,-28,63.87,19,8,6,1,6,18,0,0,1,2,9,24
Trey Lyles,24,64.81,16,4,13,3,1,12,3,4,4,1,7,13
D.J. Carton,-5,28.08,7,1,3,0,0,4,3,2,0,4,1,3
Jalen Williams,70,125.37,68,28,18,4,5,28,24,6,3,8,11,68
Spencer Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Merrill,91,94.55,25,8,23,7,1,5,9,5,0,1,12,27
TyTy Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Jones,70,9.73,2,0,1,0,0,2,0,1,0,1,1,0
Pat Connaughton,-9,54.52,19,6,13,3,4,12,4,0,1,3,4,15
P.J. Tucker,0,0,0,0,0,0,0,0,0,0,0,0,0,0
